pmid	title	abstract	journal	year	pmc	eligible
41442179	Single-Cell Genetic Mapping of Gasdermin Expression Across Immune-Mediated Inflammatory Diseases.	The gasdermin (GSDM) family mediates pyroptosis and membrane pore formation, but the causal, cell-type-specific roles of individual paralogues in immune-mediated inflammatory diseases (IMIDs) remain poorly defined. We combined single-cell cis-eQTL data from 14 peripheral blood immune subsets (OneK1K) with genome-wide association data from FinnGen release 12 to perform lineage-resolved Mendelian ra	FASEB journal : official publication of the Federation of American Societies for Experimental Biology	2026	PMC12733618	False
41444670	Characterization of m6A-regulated targets and immune cells in dental caries: insights from multi-omics analysis.	Dental caries is one of the most common oral diseases worldwide. N6-Methyladenosine (m6A), a type of RNA modification, plays an important role in various biological processes and cellular responses. This study aimed to investigate the causal relationship between specific genetic loci related to m6A and dental caries. Caries-associated genetic loci and signaling pathways were explored by integratin	European journal of medical research	2025	PMC12729324	False
41447823	Crotonylation and the Risk of Head and Neck Cancer: Insights from a Two-Sample Mendelian Randomization Study.	Head and neck cancer (HNC) remains a major global health burden with limited improvement in survival. Crotonylation has been implicated in tumour biology, but its causal contribution to HNC risk is unclear. We conducted a two-sample Mendelian randomization (MR) study using expression quantitative trait loci (eQTL)-instrumented expression of crotonylation-related genes. Differential expression was 	International dental journal	2026	PMC12797063	False
41448503	Context-specific expression quantitative trait loci dynamics uncover genetic pleiotropy in schizophrenia.	Schizophrenia (SCZ) is a highly heritable psychiatric disorder, yet the mechanisms linking genetic risk to pathogenesis remain unclear. This study employs context-specific expression quantitative trait loci (eQTL) analysis using the BrainSeq Phase 1 dataset to dissect schizophrenia-associated regulatory dynamics. We identified widespread loss and gain of regulatory associations in schizophrenia gr	Neurobiology of disease	2026		True
41465920	Causal relationship between palmitoylation genes mediated by immune cell phenotypes and oral cancer: A Mendelian randomized study.	Palmitoylation plays a crucial role in the development of cancer, but the causal relationship with oral cancer is still uncertain. The aim of this study was to describe the causal relationship between palmitoylation modified genes and oral cancer, while identifying intermediate factors. Genome-wide association studies of immune cells, oral cancer, and palmitoylation gene expression quantitative tr	Medicine	2025	PMC12746970	True
41469306	Repurposing dipeptidyl peptidase-4 inhibitor for Parkinson's disease prevention: A drug-target Mendelian randomization study.	Parkinson's disease (PD) remains without effective disease-modifying therapies, primarily due to limited understanding of its underlying mechanisms. Emerging evidence suggests that dipeptidyl peptidase-4 inhibitors (DPP-4Is), commonly used as anti-diabetics, may offer neuroprotective effects. We aimed to evaluate the potential of repurposing DPP-4Is for reducing the PD risk, using a drug-target Me	Neurotherapeutics : the journal of the American Society for Experimental NeuroTherapeutics	2026	PMC12976525	False
41479897	Dynamic genetic regulation of CD4+ T cells in obstructive sleep apnea: integrating context-specific eQTL, Mendelian randomization, single-cell sequencing, and experimental validation.	To investigate the dynamic genetic regulatory mechanisms of CD4+ T cells in the pathogenesis of obstructive sleep apnea (OSA), particularly in the immune and inflammatory response induced by intermittent hypoxia (IH). This study integrated context-specific expression quantitative trait locus analysis, Mendelian randomization, colocalization analysis, single-cell RNA sequencing, and qPCR experiment	Frontiers in immunology	2025	PMC12753881	False
41487509	Identification of novel therapeutic targets and effective anticancer agents for gallbladder cancer by integrating bioinformatics analysis and experimental validation.	Although significant progress has been made in the treatment of biliary tract tumors (BTC), most patients still respond poorly to existing therapies. Therefore, the development of new therapeutic targets and drugs remains an urgent need. Previous studies have extensively applied multi-omics approaches to identify pathogenic targets and drug candidates; however, experimental validation has often be	Frontiers in pharmacology	2025	PMC12756669	False
41492412	Decoding ulcerative colitis pathogenesis through transcriptomics: from dysregulated gene networks to targeted intervention strategies.	Ulcerative colitis (UC) is an immune-mediated chronic inflammatory bowel disease, and with the rising global incidence and the risk of malignant transformation, the treatment of UC is challenged by heterogeneous progression and limited targeted therapies, and its underlying pathogenesis remains unclear. This study aims to identify novel therapeutic targets for UC, elucidate the genetic factors ass	Journal of translational autoimmunity	2026	PMC12765179	False
41496077	Mendelian randomization identifies circulating miRNAs as causal mediators of gastric cancer susceptibility and survival outcomes.	Gastric cancer (GC) remains a leading cause of cancer mortality, yet the causal roles of microRNAs (miRNAs) in its pathogenesis are poorly characterized. While observational studies implicate miRNAs in GC progression, confounding biases and tissue-specific limitations hinder causal inference and clinical translation. We conducted a 2-sample Mendelian randomization (MR) analysis using genetic instr	Medicine	2026	PMC12778131	False
41496791	The exploration of immunological landscape and drug targets in chronic rhinosinusitis with nasal polyps.	Chronic rhinosinusitis with nasal polyps (CRSwNP) is a prevalent inflammatory disorder characterized by nasal obstruction and polyp formation. Despite its prevalence, the complex pathogenesis of CRSwNP remains not fully understood, hindering the development of effective treatments. This study aims to delineate the immunological landscape of CRSwNP by integrating single-cell RNA sequencing (scRNA-s	The World Allergy Organization journal	2026	PMC12767815	True
41498379	Integrative Human Genomic and Pharmacological Analyses Identify CACNB4 as a Druggable Target for Periodontitis.	To identify and validate druggable gene targets for periodontitis using integrative human genomic analyses and to explore their therapeutic potential through pharmacological evaluation. To identify therapeutic targets for periodontitis, we performed Mendelian randomization (MR) and colocalization analyses using the cis-expression quantitative trait loci (cis-eQTL) data of druggable genes and genom	Journal of periodontal research	2026		True
